epsilon,is_neural,method,metric,n_sample,rank,scenario,scenario_label,value
0.2,0,raw_reported_distribution,mean_weighted_age_l1,500,4,shy_privacy_helps,privacy_helps,0.44375957901884844
0.2,1,neural_rr_mrp,mean_weighted_age_l1,500,5,shy_privacy_helps,privacy_helps,0.4883028785003731
0.2,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_privacy_helps,privacy_helps,1.2912000000000001
0.2,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_privacy_helps,privacy_helps,0.00032378500009144773
0.2,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_privacy_helps,privacy_helps,0.001128278000123828
0.2,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_privacy_helps,privacy_helps,0.002456611000070552
0.2,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_privacy_helps,privacy_helps,0.00366744299981292
0.2,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_privacy_helps,privacy_helps,0.012063065999882383
0.2,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_privacy_helps,privacy_helps,0.639794701000028
0.5,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,1,shy_privacy_helps,privacy_helps,0.21420140637989857
0.5,0,raw_reported_distribution,mean_overall_l1,500,2,shy_privacy_helps,privacy_helps,0.22055566502463056
0.5,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,3,shy_privacy_helps,privacy_helps,0.23166821397786694
0.5,0,mrp_rr_poststrat,mean_overall_l1,500,4,shy_privacy_helps,privacy_helps,0.27900968166589735
0.5,1,neural_rr_mrp,mean_overall_l1,500,5,shy_privacy_helps,privacy_helps,0.3384999616723539
0.5,0,baseline_rr_debias,mean_overall_l1,500,6,shy_privacy_helps,privacy_helps,0.6040970063641058
0.5,0,raw_reported_distribution,mean_weighted_region_l1,500,1,shy_privacy_helps,privacy_helps,0.4018991182498637
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,2,shy_privacy_helps,privacy_helps,0.4227308498141504
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,3,shy_privacy_helps,privacy_helps,0.42945727574593257
0.5,0,mrp_rr_poststrat,mean_weighted_region_l1,500,4,shy_privacy_helps,privacy_helps,0.4771551211059093
0.5,1,neural_rr_mrp,mean_weighted_region_l1,500,5,shy_privacy_helps,privacy_helps,0.4800603525898468
0.5,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_privacy_helps,privacy_helps,0.8365154617884836
0.5,0,raw_reported_distribution,mean_weighted_age_l1,500,1,shy_privacy_helps,privacy_helps,0.29890681334351926
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,2,shy_privacy_helps,privacy_helps,0.3317610733787918
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,3,shy_privacy_helps,privacy_helps,0.34244787946528266
0.5,0,mrp_rr_poststrat,mean_weighted_age_l1,500,4,shy_privacy_helps,privacy_helps,0.39394882959127425
0.5,1,neural_rr_mrp,mean_weighted_age_l1,500,5,shy_privacy_helps,privacy_helps,0.40023185000682454
0.5,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_privacy_helps,privacy_helps,0.7763108431027883
0.5,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_privacy_helps,privacy_helps,0.00032754699986980995
0.5,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_privacy_helps,privacy_helps,0.001006720000077621
0.5,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_privacy_helps,privacy_helps,0.0024812939996081695
0.5,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_privacy_helps,privacy_helps,0.08026705100019171
0.5,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_privacy_helps,privacy_helps,0.20680397100022674
0.5,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_privacy_helps,privacy_helps,1.5003386969997337
1.0,0,raw_reported_distribution,mean_overall_l1,500,1,shy_privacy_helps,privacy_helps,0.10725517241379308
1.0,1,neural_rr_mrp,mean_overall_l1,500,2,shy_privacy_helps,privacy_helps,0.1258134539232897
1.0,0,mrp_rr_poststrat,mean_overall_l1,500,3,shy_privacy_helps,privacy_helps,0.1589057912319899
1.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,4,shy_privacy_helps,privacy_helps,0.2124199459243011
1.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,5,shy_privacy_helps,privacy_helps,0.22879029231946846
1.0,0,baseline_rr_debias,mean_overall_l1,500,6,shy_privacy_helps,privacy_helps,0.2965480365053228
1.0,0,mrp_rr_poststrat,mean_weighted_region_l1,500,1,shy_privacy_helps,privacy_helps,0.3679624554783106
1.0,1,neural_rr_mrp,mean_weighted_region_l1,500,2,shy_privacy_helps,privacy_helps,0.37194286247008135
1.0,0,raw_reported_distribution,mean_weighted_region_l1,500,3,shy_privacy_helps,privacy_helps,0.38839703637668993
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,4,shy_privacy_helps,privacy_helps,0.42147561839128045
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,5,shy_privacy_helps,privacy_helps,0.427717394348285
1.0,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_privacy_helps,privacy_helps,0.7701317792804707
1.0,1,neural_rr_mrp,mean_weighted_age_l1,500,1,shy_privacy_helps,privacy_helps,0.27091654679656674
1.0,0,mrp_rr_poststrat,mean_weighted_age_l1,500,2,shy_privacy_helps,privacy_helps,0.27559037771522993
1.0,0,raw_reported_distribution,mean_weighted_age_l1,500,3,shy_privacy_helps,privacy_helps,0.29612589986552834
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,4,shy_privacy_helps,privacy_helps,0.33074502465904926
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,5,shy_privacy_helps,privacy_helps,0.3409433681679796
1.0,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_privacy_helps,privacy_helps,0.5531406116036117
1.0,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_privacy_helps,privacy_helps,0.00043869799992535263
1.0,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_privacy_helps,privacy_helps,0.0012094250000700413
1.0,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_privacy_helps,privacy_helps,0.0026361179998275475
1.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_privacy_helps,privacy_helps,0.003249013000186096
1.0,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_privacy_helps,privacy_helps,0.08574828700011494
1.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_privacy_helps,privacy_helps,2.3159248289998686
2.0,0,mrp_rr_poststrat,mean_overall_l1,500,1,shy_privacy_helps,privacy_helps,0.08082004207074643
2.0,1,neural_rr_mrp,mean_overall_l1,500,2,shy_privacy_helps,privacy_helps,0.09460184818428348
2.0,0,raw_reported_distribution,mean_overall_l1,500,3,shy_privacy_helps,privacy_helps,0.0955251231527094
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,4,shy_privacy_helps,privacy_helps,0.20447044637087966
2.0,0,baseline_rr_debias,mean_overall_l1,500,5,shy_privacy_helps,privacy_helps,0.2118115291105443
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,6,shy_privacy_helps,privacy_helps,0.22026361332541428
2.0,0,raw_reported_distribution,mean_weighted_region_l1,500,1,shy_privacy_helps,privacy_helps,0.3606428492846124
2.0,1,neural_rr_mrp,mean_weighted_region_l1,500,2,shy_privacy_helps,privacy_helps,0.36926397400294575
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,500,3,shy_privacy_helps,privacy_helps,0.38031947935521604
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,4,shy_privacy_helps,privacy_helps,0.4185492329250586
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,5,shy_privacy_helps,privacy_helps,0.4242043760540463
2.0,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_privacy_helps,privacy_helps,0.49354692532802935
2.0,0,raw_reported_distribution,mean_weighted_age_l1,500,1,shy_privacy_helps,privacy_helps,0.22517751882379744
2.0,1,neural_rr_mrp,mean_weighted_age_l1,500,2,shy_privacy_helps,privacy_helps,0.24845507567258157
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,500,3,shy_privacy_helps,privacy_helps,0.267669877460599
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,4,shy_privacy_helps,privacy_helps,0.3266952019581873
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,5,shy_privacy_helps,privacy_helps,0.33619299409587894
2.0,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_privacy_helps,privacy_helps,0.3870400379065644
2.0,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_privacy_helps,privacy_helps,0.0003070860002480913
2.0,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_privacy_helps,privacy_helps,0.0010492500000509608
2.0,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_privacy_helps,privacy_helps,0.0024538970001231064
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_privacy_helps,privacy_helps,0.002971895999962726
2.0,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_privacy_helps,privacy_helps,0.014623776999997062
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_privacy_helps,privacy_helps,1.3325390370000605
0.2,0,mrp_rr_poststrat,mean_overall_l1,1000,1,shy_privacy_helps,privacy_helps,0.15408687920570371
0.2,0,raw_reported_distribution,mean_overall_l1,1000,2,shy_privacy_helps,privacy_helps,0.18106604215456676
0.2,1,neural_rr_mrp,mean_overall_l1,1000,3,shy_privacy_helps,privacy_helps,0.20574130419920786
0.2,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,4,shy_privacy_helps,privacy_helps,0.21376826230655652
0.2,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,5,shy_privacy_helps,privacy_helps,0.23116888605832847
0.2,0,baseline_rr_debias,mean_overall_l1,1000,6,shy_privacy_helps,privacy_helps,0.6165794627805243
0.2,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,1,shy_privacy_helps,privacy_helps,0.3895608637809753
0.2,0,raw_reported_distribution,mean_weighted_region_l1,1000,2,shy_privacy_helps,privacy_helps,0.4012986287487703
0.2,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,shy_privacy_helps,privacy_helps,0.41975211372510557
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,4,shy_privacy_helps,privacy_helps,0.42239819263435235
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,shy_privacy_helps,privacy_helps,0.4289803061063535
0.2,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,shy_privacy_helps,privacy_helps,0.9314688124821319
0.2,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,shy_privacy_helps,privacy_helps,0.29914234463938866
0.2,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,2,shy_privacy_helps,privacy_helps,0.3000487224578857
0.2,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,shy_privacy_helps,privacy_helps,0.3178906050938907
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,4,shy_privacy_helps,privacy_helps,0.3315688773151219
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,shy_privacy_helps,privacy_helps,0.3420619257295463
0.2,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,shy_privacy_helps,privacy_helps,0.7096586045051317
0.2,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_privacy_helps,privacy_helps,0.00036289299987402046
0.2,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_privacy_helps,privacy_helps,0.0012084109998795611
0.2,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_privacy_helps,privacy_helps,0.0027707660001397016
0.2,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_privacy_helps,privacy_helps,0.003322526000374637
0.2,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_privacy_helps,privacy_helps,0.01290715100003581
0.2,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_privacy_helps,privacy_helps,0.6026890570001342
0.5,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,1,shy_privacy_helps,privacy_helps,0.21500567201518145
0.5,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,2,shy_privacy_helps,privacy_helps,0.23249405909071985
0.5,0,raw_reported_distribution,mean_overall_l1,1000,3,shy_privacy_helps,privacy_helps,0.28176861826697897
0.5,1,neural_rr_mrp,mean_overall_l1,1000,4,shy_privacy_helps,privacy_helps,0.3488733761379259
0.5,0,mrp_rr_poststrat,mean_overall_l1,1000,5,shy_privacy_helps,privacy_helps,0.3602344956606627
0.5,0,baseline_rr_debias,mean_overall_l1,1000,6,shy_privacy_helps,privacy_helps,0.7737929002715838
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,1,shy_privacy_helps,privacy_helps,0.4230264952285761
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,2,shy_privacy_helps,privacy_helps,0.4297002302698441
0.5,0,raw_reported_distribution,mean_weighted_region_l1,1000,3,shy_privacy_helps,privacy_helps,0.44648619706281156
0.5,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,4,shy_privacy_helps,privacy_helps,0.5039322058945894
0.5,1,neural_rr_mrp,mean_weighted_region_l1,1000,5,shy_privacy_helps,privacy_helps,0.5104627906216331
0.5,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,shy_privacy_helps,privacy_helps,0.8552972621986135
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,1,shy_privacy_helps,privacy_helps,0.33232024194365
0.5,0,raw_reported_distribution,mean_weighted_age_l1,1000,2,shy_privacy_helps,privacy_helps,0.3420302495638204
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,3,shy_privacy_helps,privacy_helps,0.3427981344902811
0.5,1,neural_rr_mrp,mean_weighted_age_l1,1000,4,shy_privacy_helps,privacy_helps,0.4091179705160153
0.5,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,5,shy_privacy_helps,privacy_helps,0.42492974952161316
0.5,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,shy_privacy_helps,privacy_helps,0.8369302939193541
0.5,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_privacy_helps,privacy_helps,0.00033881900026244693
0.5,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_privacy_helps,privacy_helps,0.0010018129996751668
0.5,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_privacy_helps,privacy_helps,0.002503942999737774
0.5,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_privacy_helps,privacy_helps,0.003293288000350003
0.5,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_privacy_helps,privacy_helps,0.07454407899967919
0.5,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_privacy_helps,privacy_helps,0.8762630599999284
1.0,0,baseline_rr_debias,mean_overall_l1,1000,1,shy_privacy_helps,privacy_helps,0.1269541660761785
1.0,0,mrp_rr_poststrat,mean_overall_l1,1000,2,shy_privacy_helps,privacy_helps,0.1548992943495512
1.0,0,raw_reported_distribution,mean_overall_l1,1000,3,shy_privacy_helps,privacy_helps,0.18809180327868855
1.0,1,neural_rr_mrp,mean_overall_l1,1000,4,shy_privacy_helps,privacy_helps,0.19206108872419564
1.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,5,shy_privacy_helps,privacy_helps,0.21424705351522338
1.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,6,shy_privacy_helps,privacy_helps,0.23117033678719537
1.0,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,1,shy_privacy_helps,privacy_helps,0.381969263151288
1.0,0,raw_reported_distribution,mean_weighted_region_l1,1000,2,shy_privacy_helps,privacy_helps,0.38645442724019535
1.0,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,shy_privacy_helps,privacy_helps,0.39674768979306224
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,4,shy_privacy_helps,privacy_helps,0.42256662083662666
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,shy_privacy_helps,privacy_helps,0.4288212374516699
1.0,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,shy_privacy_helps,privacy_helps,0.5346445688411965
1.0,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,shy_privacy_helps,privacy_helps,0.2960646187260634
1.0,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,2,shy_privacy_helps,privacy_helps,0.2960757505685091
1.0,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,shy_privacy_helps,privacy_helps,0.30057457413197397
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,4,shy_privacy_helps,privacy_helps,0.3317138789656503
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,shy_privacy_helps,privacy_helps,0.34191151945840104
1.0,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,shy_privacy_helps,privacy_helps,0.4137818017004998
1.0,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_privacy_helps,privacy_helps,0.0003616449998844473
1.0,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_privacy_helps,privacy_helps,0.0011785020001298108
1.0,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_privacy_helps,privacy_helps,0.003918009000244638
1.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_privacy_helps,privacy_helps,0.005886106999696494
1.0,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_privacy_helps,privacy_helps,0.10401736899984826
1.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_privacy_helps,privacy_helps,2.7802740030001587
2.0,0,mrp_rr_poststrat,mean_overall_l1,1000,1,shy_privacy_helps,privacy_helps,0.08522726115286354
2.0,1,neural_rr_mrp,mean_overall_l1,1000,2,shy_privacy_helps,privacy_helps,0.08721717137401137
2.0,0,raw_reported_distribution,mean_overall_l1,1000,3,shy_privacy_helps,privacy_helps,0.09349601873536305
2.0,0,baseline_rr_debias,mean_overall_l1,1000,4,shy_privacy_helps,privacy_helps,0.14041603306657408
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,5,shy_privacy_helps,privacy_helps,0.20773911731451133
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,6,shy_privacy_helps,privacy_helps,0.22426895758798823
2.0,0,raw_reported_distribution,mean_weighted_region_l1,1000,1,shy_privacy_helps,privacy_helps,0.25266253322157617
2.0,0,baseline_rr_debias,mean_weighted_region_l1,1000,2,shy_privacy_helps,privacy_helps,0.3442688809264175
2.0,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,shy_privacy_helps,privacy_helps,0.36810033913784784
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,4,shy_privacy_helps,privacy_helps,0.38117615581452846
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,shy_privacy_helps,privacy_helps,0.41890490097116934
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,6,shy_privacy_helps,privacy_helps,0.42528445640646095
2.0,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,shy_privacy_helps,privacy_helps,0.19103671620223017
2.0,0,baseline_rr_debias,mean_weighted_age_l1,1000,2,shy_privacy_helps,privacy_helps,0.2591190505772741
2.0,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,shy_privacy_helps,privacy_helps,0.2645185281682026
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,4,shy_privacy_helps,privacy_helps,0.2859311160892248
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,shy_privacy_helps,privacy_helps,0.32745428711386215
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,6,shy_privacy_helps,privacy_helps,0.3377709093065613
2.0,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_privacy_helps,privacy_helps,0.0004086420003659441
2.0,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_privacy_helps,privacy_helps,0.0012758719999510504
2.0,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_privacy_helps,privacy_helps,0.0028607969998120097
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_privacy_helps,privacy_helps,0.0034162920001108432
2.0,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_privacy_helps,privacy_helps,0.059631351999996696
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_privacy_helps,privacy_helps,1.624954832000185
